% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 52.20 s, time offset 26.10 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2023-10-23 T 10:03:52 -0400
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-4.457524364800e+01, -1.366122e-02, 1.909318e+00
-4.452406656000e+01, -1.332497e-02, 1.886484e+00
-4.447288947200e+01, -1.285109e-02, 1.864627e+00
-4.442171238400e+01, -1.214261e-02, 1.841973e+00
-4.437053529600e+01, -1.107599e-02, 1.818811e+00
-4.431935820800e+01, -1.119641e-02, 1.795899e+00
-4.426818112000e+01, -1.001093e-02, 1.773964e+00
-4.421700403200e+01, -9.297761e-03, 1.751983e+00
-4.416582694400e+01, -9.055347e-03, 1.729955e+00
-4.411464985600e+01, -7.668112e-03, 1.707394e+00
-4.406347276800e+01, -7.195795e-03, 1.684553e+00
-4.401229568000e+01, -6.701582e-03, 1.662391e+00
-4.396111859200e+01, -5.384725e-03, 1.638908e+00
-4.390994150400e+01, -5.093828e-03, 1.615777e+00
-4.385876441600e+01, -3.353137e-03, 1.593319e+00
-4.380758732800e+01, -2.205188e-03, 1.569609e+00
-4.375641024000e+01, -2.413195e-03, 1.547682e+00
-4.370523315200e+01, -4.691890e-04, 1.525498e+00
-4.365405606400e+01, 1.892396e-04, 1.501921e+00
-4.360287897600e+01, 1.359084e-03, 1.478805e+00
-4.355170188800e+01, 3.215508e-03, 1.456902e+00
-4.350052480000e+01, 3.681569e-03, 1.433138e+00
-4.344934771200e+01, 5.583349e-03, 1.410632e+00
-4.339817062400e+01, 6.248033e-03, 1.387720e+00
-4.334699353600e+01, 7.186411e-03, 1.364409e+00
-4.329581644800e+01, 8.928666e-03, 1.342287e+00
-4.324463936000e+01, 1.004846e-02, 1.319907e+00
-4.319346227200e+01, 1.152172e-02, 1.296463e+00
-4.314228518400e+01, 1.333591e-02, 1.275334e+00
-4.309110809600e+01, 1.409444e-02, 1.251953e+00
-4.303993100800e+01, 1.569124e-02, 1.228798e+00
-4.298875392000e+01, 1.746791e-02, 1.204979e+00
-4.293757683200e+01, 1.864713e-02, 1.184014e+00
-4.288639974400e+01, 2.034873e-02, 1.157622e+00
-4.283522265600e+01, 2.207534e-02, 1.138120e+00
-4.278404556800e+01, 2.264619e-02, 1.112862e+00
-4.273286848000e+01, 2.523142e-02, 1.090364e+00
-4.268169139200e+01, 2.636998e-02, 1.068468e+00
-4.263051430400e+01, 2.821859e-02, 1.045118e+00
-4.257933721600e+01, 3.036904e-02, 1.022355e+00
-4.252816012800e+01, 3.220982e-02, 9.999121e-01
-4.247698304000e+01, 3.371905e-02, 9.759913e-01
-4.242580595200e+01, 3.557547e-02, 9.497714e-01
-4.237462886400e+01, 3.740062e-02, 9.237236e-01
