% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 52.20 s, time offset 26.10 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2023-10-23 T 09:49:54 -0400
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-4.298875392000e+01, -2.249605e-02, 1.645751e+00
-4.293757683200e+01, -2.247415e-02, 1.621306e+00
-4.288639974400e+01, -2.244756e-02, 1.599950e+00
-4.283522265600e+01, -2.169686e-02, 1.577202e+00
-4.278404556800e+01, -2.193771e-02, 1.555361e+00
-4.273286848000e+01, -2.152326e-02, 1.532528e+00
-4.268169139200e+01, -2.114165e-02, 1.508755e+00
-4.263051430400e+01, -2.124018e-02, 1.484897e+00
-4.257933721600e+01, -2.037688e-02, 1.462353e+00
-4.252816012800e+01, -2.067090e-02, 1.439652e+00
-4.247698304000e+01, -2.016574e-02, 1.416255e+00
-4.242580595200e+01, -1.951201e-02, 1.394125e+00
-4.237462886400e+01, -2.075379e-02, 1.371494e+00
-4.232345177600e+01, -1.978726e-02, 1.348543e+00
-4.227227468800e+01, -1.859709e-02, 1.326319e+00
-4.222109760000e+01, -1.913978e-02, 1.303642e+00
-4.216992051200e+01, -1.844538e-02, 1.280159e+00
-4.211874342400e+01, -1.819828e-02, 1.257802e+00
-4.206756633600e+01, -1.779321e-02, 1.234812e+00
-4.201638924800e+01, -1.737876e-02, 1.210531e+00
-4.196521216000e+01, -1.716450e-02, 1.187674e+00
-4.191403507200e+01, -1.649199e-02, 1.164957e+00
-4.186285798400e+01, -1.549888e-02, 1.142201e+00
-4.181168089600e+01, -1.569437e-02, 1.117796e+00
-4.176050380800e+01, -1.508755e-02, 1.094329e+00
-4.170932672000e+01, -1.455581e-02, 1.072941e+00
-4.165814963200e+01, -1.439315e-02, 1.049052e+00
-4.160697254400e+01, -1.398340e-02, 1.026859e+00
-4.155579545600e+01, -1.332497e-02, 1.004150e+00
-4.150461836800e+01, -1.287142e-02, 9.809256e-01
-4.145344128000e+01, -1.218015e-02, 9.559725e-01
-4.140226419200e+01, -1.165309e-02, 9.319032e-01
-4.135108710400e+01, -1.106191e-02, 9.095698e-01
-4.129991001600e+01, -1.090082e-02, 8.874788e-01
-4.124873292800e+01, -9.953062e-03, 8.641992e-01
-4.119755584000e+01, -9.547995e-03, 8.416468e-01
-4.114637875200e+01, -9.002172e-03, 8.197044e-01
-4.109520166400e+01, -8.359383e-03, 7.964405e-01
-4.104402457600e+01, -7.955881e-03, 7.734659e-01
-4.099284748800e+01, -7.105085e-03, 7.514531e-01
-4.094167040000e+01, -5.914909e-03, 7.286583e-01
-4.089049331200e+01, -5.678750e-03, 7.070443e-01
-4.083931622400e+01, -4.793547e-03, 6.844998e-01
-4.078813913600e+01, -4.233648e-03, 6.616659e-01
-4.073696204800e+01, -3.426643e-03, 6.400520e-01
-4.068578496000e+01, -2.173909e-03, 6.176404e-01
-4.063460787200e+01, -1.851732e-03, 5.951897e-01
-4.058343078400e+01, -5.270556e-04, 5.724418e-01
-4.053225369600e+01, 2.392864e-04, 5.500850e-01
-4.048107660800e+01, 8.992789e-04, 5.274310e-01
-4.042989952000e+01, 2.230212e-03, 5.051367e-01
-4.037872243200e+01, 2.549260e-03, 4.830535e-01
-4.032754534400e+01, 3.636214e-03, 4.592265e-01
