% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 55.70 s, time offset 27.85 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2022-09-09 T 13:04:18 -0400
% Time (s), Channel A (V), Channel B (V)
4.4949040488e+01, 7.4632924210e-01, -1.3630089630e+01
4.4952453216e+01, 7.5041154894e-01, -1.3633197167e+01
4.4955865944e+01, 7.4944410818e-01, -1.3633490331e+01
4.4959278672e+01, 7.4913628612e-01, -1.3633087230e+01
4.4962691400e+01, 7.4804425072e-01, -1.3634487088e+01
4.4966104128e+01, 7.5265425252e-01, -1.3637132892e+01
4.4969516856e+01, 7.5273487258e-01, -1.3639895961e+01
4.4972929584e+01, 7.5227313949e-01, -1.3639683417e+01
4.4976342312e+01, 7.5158420440e-01, -1.3639720063e+01
4.4979755040e+01, 7.5248568329e-01, -1.3642343880e+01
4.4983167768e+01, 7.5811442953e-01, -1.3642981511e+01
4.4986580496e+01, 7.5930174319e-01, -1.3646037744e+01
4.4989993224e+01, 7.5563719486e-01, -1.3646682705e+01
4.4993405952e+01, 7.5683183761e-01, -1.3645737251e+01
4.4996818680e+01, 7.5933838867e-01, -1.3649519065e+01
4.5000231408e+01, 7.6471061653e-01, -1.3650237317e+01
4.5003644136e+01, 7.6408764331e-01, -1.3652296793e+01
4.5007056864e+01, 7.6320082261e-01, -1.3652941753e+01
4.5010469592e+01, 7.6410963060e-01, -1.3653901865e+01
4.5013882320e+01, 7.6512837503e-01, -1.3657024060e+01
4.5017295048e+01, 7.6932794742e-01, -1.3658262677e+01
4.5020707776e+01, 7.6741505319e-01, -1.3660827861e+01
4.5024120504e+01, 7.6751766055e-01, -1.3660600659e+01
4.5027533232e+01, 7.6597122115e-01, -1.3660629976e+01
4.5030945960e+01, 7.6974570593e-01, -1.3663151185e+01
4.5034358688e+01, 7.7247212989e-01, -1.3666735113e+01
4.5037771416e+01, 7.7225958609e-01, -1.3669014462e+01
4.5041184144e+01, 7.7011216076e-01, -1.3666581202e+01
4.5044596872e+01, 7.7049327379e-01, -1.3668200933e+01
4.5048009600e+01, 7.7280926834e-01, -1.3670648851e+01
4.5051422328e+01, 7.7341758336e-01, -1.3673573160e+01
4.5054835056e+01, 7.7435570773e-01, -1.3675522700e+01
4.5058247784e+01, 7.7294852117e-01, -1.3673529186e+01
4.5061660512e+01, 7.7153400552e-01, -1.3676753988e+01
4.5065073240e+01, 7.7596077990e-01, -1.3679407121e+01
4.5068485968e+01, 7.7996979577e-01, -1.3682206836e+01
4.5071898696e+01, 7.7648114576e-01, -1.3682727202e+01
4.5075311424e+01, 7.7675232234e-01, -1.3681173434e+01
4.5078724152e+01, 7.7758051026e-01, -1.3684647425e+01
4.5082136880e+01, 7.8054146531e-01, -1.3688341290e+01
4.5085549608e+01, 7.8243237225e-01, -1.3689880400e+01
4.5088962336e+01, 7.8079798370e-01, -1.3691492802e+01
4.5092375064e+01, 7.7826944535e-01, -1.3691221625e+01
4.5095787792e+01, 7.8021898506e-01, -1.3693654885e+01
4.5099200520e+01, 7.8479967047e-01, -1.3697268130e+01
4.5102613248e+01, 7.8727690514e-01, -1.3699957908e+01
4.5106025976e+01, 7.8507817615e-01, -1.3700331692e+01
4.5109438704e+01, 7.8350974946e-01, -1.3698440785e+01
4.5112851432e+01, 7.8556922562e-01, -1.3702002726e+01
4.5116264160e+01, 7.9118331366e-01, -1.3704582568e+01
4.5119676888e+01, 7.9065561871e-01, -1.3707411600e+01
4.5123089616e+01, 7.8836161145e-01, -1.3706773968e+01
4.5126502344e+01, 7.8765801817e-01, -1.3706414843e+01
4.5129915072e+01, 7.9121995915e-01, -1.3708862761e+01
4.5133327800e+01, 7.9484786200e-01, -1.3711002857e+01
4.5136740528e+01, 7.9626237765e-01, -1.3713663319e+01
4.5140153256e+01, 7.9172566682e-01, -1.3714213001e+01
4.5143565984e+01, 7.9242193100e-01, -1.3714293621e+01
4.5146978712e+01, 7.9625504855e-01, -1.3717650348e+01
4.5150391440e+01, 7.9917202903e-01, -1.3718947598e+01
4.5153804168e+01, 8.0241148975e-01, -1.3721945198e+01
4.5157216896e+01, 7.9806533543e-01, -1.3721073036e+01
4.5160629624e+01, 7.9912805445e-01, -1.3722406931e+01
4.5164042352e+01, 8.0109958145e-01, -1.3725052735e+01
4.5167455080e+01, 8.0427308030e-01, -1.3726452593e+01
4.5170867808e+01, 8.0459556055e-01, -1.3728226234e+01
4.5174280536e+01, 8.0174454195e-01, -1.3729157029e+01
4.5177693264e+01, 8.0229422420e-01, -1.3729721370e+01
4.5181105992e+01, 8.0286589374e-01, -1.3732403819e+01
4.5184518720e+01, 8.0828942527e-01, -1.3734316714e+01
4.5187931448e+01, 8.0661106214e-01, -1.3736676683e+01
4.5191344176e+01, 8.0472748429e-01, -1.3735159560e+01
4.5194756904e+01, 8.0644249291e-01, -1.3737270339e+01
4.5198169632e+01, 8.1146292413e-01, -1.3739652296e+01
4.5201582360e+01, 8.1416736079e-01, -1.3740729673e+01
4.5204995088e+01, 8.1249632676e-01, -1.3743734603e+01
4.5208407816e+01, 8.1221782108e-01, -1.3742598593e+01
4.5211820544e+01, 8.1361034945e-01, -1.3744240310e+01
4.5215233272e+01, 8.1590435670e-01, -1.3746475685e+01
4.5218646000e+01, 8.1692310114e-01, -1.3748417896e+01
4.5222058728e+01, 8.1707701217e-01, -1.3750015639e+01
4.5225471456e+01, 8.1713564494e-01, -1.3748879629e+01
4.5228884184e+01, 8.1806644022e-01, -1.3751474129e+01
4.5232296912e+01, 8.1978877793e-01, -1.3753797452e+01
4.5235709640e+01, 8.2099074979e-01, -1.3756861015e+01
4.5239122368e+01, 8.2005995451e-01, -1.3757557279e+01
4.5242535096e+01, 8.1847686963e-01, -1.3756091460e+01
4.5245947824e+01, 8.2021386554e-01, -1.3758532049e+01
4.5249360552e+01, 8.2487517102e-01, -1.3761258473e+01
4.5252773280e+01, 8.2704458363e-01, -1.3764087504e+01
4.5256186008e+01, 8.2475790547e-01, -1.3764021542e+01
4.5259598736e+01, 8.2476523457e-01, -1.3763303291e+01
4.5263011464e+01, 8.2692731808e-01, -1.3765436058e+01
4.5266424192e+01, 8.2942654004e-01, -1.3767363610e+01
4.5269836920e+01, 8.3226290045e-01, -1.3770302578e+01
4.5273249648e+01, 8.3048925906e-01, -1.3770595742e+01
4.5276662376e+01, 8.2994690591e-01, -1.3770595742e+01
4.5280075104e+01, 8.3105359950e-01, -1.3772882420e+01
4.5283487832e+01, 8.3657973838e-01, -1.3775674806e+01
4.5286900560e+01, 8.3812617778e-01, -1.3776928082e+01
4.5290313288e+01, 8.3619862536e-01, -1.3777719624e+01
4.5293726016e+01, 8.3721004070e-01, -1.3777990801e+01
4.5297138744e+01, 8.3772307746e-01, -1.3780739212e+01
4.5300551472e+01, 8.4136563850e-01, -1.3782439562e+01
4.5303964200e+01, 8.4254562307e-01, -1.3785517783e+01
4.5307376928e+01, 8.4249431939e-01, -1.3784894810e+01
4.5310789656e+01, 8.4121172747e-01, -1.3785187973e+01
4.5314202384e+01, 8.4112377831e-01, -1.3788625320e+01
4.5317615112e+01, 8.4714096667e-01, -1.3791065909e+01
4.5321027840e+01, 8.4594632392e-01, -1.3793557802e+01
4.5324440568e+01, 8.4548459083e-01, -1.3793315942e+01
4.5327853296e+01, 8.4508149051e-01, -1.3793469853e+01
4.5331266024e+01, 8.4785188905e-01, -1.3796416150e+01
4.5334678752e+01, 8.5283567478e-01, -1.3798035880e+01
4.5338091480e+01, 8.5106936248e-01, -1.3799333130e+01
4.5341504208e+01, 8.5186823402e-01, -1.3797537501e+01
4.5344916936e+01, 8.5156041196e-01, -1.3800351874e+01
4.5348329664e+01, 8.5704257626e-01, -1.3803459411e+01
4.5351742392e+01, 8.6050923898e-01, -1.3805731431e+01
4.5355155120e+01, 8.5843510463e-01, -1.3807922831e+01
4.5358567848e+01, 8.5990092396e-01, -1.3806457012e+01
4.5361980576e+01, 8.5910205242e-01, -1.3810143548e+01
4.5365393304e+01, 8.6636518721e-01, -1.3812034455e+01
4.5368806032e+01, 8.6819013228e-01, -1.3813551578e+01
4.5372218760e+01, 8.6728132430e-01, -1.3815039384e+01
4.5375631488e+01, 8.6736927346e-01, -1.3814115918e+01
4.5379044216e+01, 8.6791895571e-01, -1.3816475887e+01
4.5382456944e+01, 8.7240436286e-01, -1.3818337478e+01
4.5385869672e+01, 8.7413402968e-01, -1.3821115205e+01
4.5389282400e+01, 8.7129766927e-01, -1.3821371724e+01
4.5392695128e+01, 8.7119506191e-01, -1.3820697447e+01
4.5396107856e+01, 8.7325453808e-01, -1.3823079403e+01
4.5399520584e+01, 8.7592232926e-01, -1.3825886447e+01
4.5402933312e+01, 8.7639872054e-01, -1.3829213857e+01
4.5406346040e+01, 8.7606158210e-01, -1.3829910121e+01
4.5409758768e+01, 8.7672852989e-01, -1.3828854731e+01
4.5413171496e+01, 8.7602493661e-01, -1.3832050218e+01
4.5416584224e+01, 8.8073754577e-01, -1.3833845846e+01
4.5419996952e+01, 8.8166834104e-01, -1.3837437104e+01
4.5423409680e+01, 8.8095008957e-01, -1.3836557612e+01
4.5426822408e+01, 8.8009258526e-01, -1.3837349154e+01
4.5430235136e+01, 8.8039307822e-01, -1.3840625261e+01
4.5433647864e+01, 8.8375713359e-01, -1.3842318282e+01
4.5437060592e+01, 8.8449737235e-01, -1.3845125326e+01
4.5440473320e+01, 8.8340533695e-01, -1.3844619618e+01
4.5443886048e+01, 8.8219603600e-01, -1.3845337870e+01
4.5447298776e+01, 8.8663013948e-01, -1.3849925884e+01
4.5450711504e+01, 8.8969370189e-01, -1.3852131942e+01
4.5454124232e+01, 8.9111554664e-01, -1.3855356745e+01
4.5457536960e+01, 8.8948115808e-01, -1.3854250051e+01
4.5460949688e+01, 8.9093964832e-01, -1.3855122214e+01
4.5464362416e+01, 8.9473612039e-01, -1.3858464282e+01
4.5467775144e+01, 8.9741124067e-01, -1.3860538416e+01
4.5471187872e+01, 8.9552033373e-01, -1.3863294157e+01
4.5474600600e+01, 8.9535176451e-01, -1.3861337288e+01
4.5478013328e+01, 8.9732329151e-01, -1.3862737145e+01
4.5481426056e+01, 8.9944872954e-01, -1.3865661455e+01
4.5484838784e+01, 9.0265887388e-01, -1.3867948133e+01
4.5488251512e+01, 9.0237303911e-01, -1.3870036926e+01
4.5491664240e+01, 9.0067268869e-01, -1.3868204651e+01
4.5495076968e+01, 9.0211652073e-01, -1.3870454684e+01
4.5498489696e+01, 9.0671186433e-01, -1.3872294287e+01
4.5501902424e+01, 9.0893258062e-01, -1.3873914018e+01
4.5505315152e+01, 9.0730552116e-01, -1.3875973494e+01
4.5508727880e+01, 9.0646267505e-01, -1.3874295131e+01
4.5512140608e+01, 9.0771595058e-01, -1.3877138820e+01
4.5515553336e+01, 9.1053765279e-01, -1.3878963765e+01
4.5518966064e+01, 9.1270706540e-01, -1.3881089203e+01
4.5522378792e+01, 9.1381375900e-01, -1.3882225213e+01
4.5525791520e+01, 9.1152708084e-01, -1.3881983353e+01
4.5529204248e+01, 9.1308084933e-01, -1.3884871017e+01
4.5532616976e+01, 9.1921530324e-01, -1.3887113721e+01
4.5536029704e+01, 9.1763954746e-01, -1.3890448460e+01
4.5539442432e+01, 9.1767619294e-01, -1.3890785598e+01
4.5542855160e+01, 9.1625434819e-01, -1.3889473690e+01
4.5546267888e+01, 9.1821121700e-01, -1.3892214772e+01
4.5549680616e+01, 9.2301910441e-01, -1.3895344296e+01
4.5553093344e+01, 9.2338555924e-01, -1.3897601658e+01
4.5556506072e+01, 9.2133341217e-01, -1.3897396443e+01
4.5559918800e+01, 9.2023404767e-01, -1.3897323152e+01
4.5563331528e+01, 9.2499796050e-01, -1.3899712438e+01
4.5566744256e+01, 9.2866250883e-01, -1.3902262964e+01
4.5570156984e+01, 9.2764376440e-01, -1.3904916097e+01
4.5573569712e+01, 9.2606067952e-01, -1.3905011375e+01
4.5576982440e+01, 9.2622924874e-01, -1.3904747527e+01
4.5580395168e+01, 9.2928548205e-01, -1.3907869722e+01
4.5583807896e+01, 9.3253960097e-01, -1.3910178388e+01
4.5587220624e+01, 9.3349238353e-01, -1.3913315241e+01
4.5590633352e+01, 9.3416666043e-01, -1.3912098611e+01
4.5594046080e+01, 9.3313325780e-01, -1.3911556258e+01
4.5597458808e+01, 9.3690774258e-01, -1.3915242794e+01
4.5600871536e+01, 9.4169364270e-01, -1.3917991205e+01
4.5604284264e+01, 9.4104135309e-01, -1.3920702971e+01
4.5607696992e+01, 9.3956087557e-01, -1.3919141873e+01
4.5611109720e+01, 9.4192084469e-01, -1.3921076755e+01
4.5614522448e+01, 9.4463261046e-01, -1.3922652510e+01
4.5617935176e+01, 9.4620836624e-01, -1.3925569491e+01
4.5621347904e+01, 9.4574663315e-01, -1.3927489714e+01
4.5624760632e+01, 9.4510900174e-01, -1.3925151732e+01
4.5628173360e+01, 9.4831181698e-01, -1.3924909872e+01
4.5631586088e+01, 9.5064979882e-01, -1.3927863498e+01
4.5634998816e+01, 9.5493732036e-01, -1.3932656727e+01
4.5638411544e+01, 9.5624922867e-01, -1.3935185266e+01
4.5641824272e+01, 9.5237213653e-01, -1.3933558206e+01
4.5645237000e+01, 9.5420441070e-01, -1.3936035441e+01
4.5648649728e+01, 9.6068333215e-01, -1.3938901118e+01
4.5652062456e+01, 9.6276479560e-01, -1.3941099847e+01
4.5655475184e+01, 9.6266951734e-01, -1.3942558337e+01
4.5658887912e+01, 9.6054407931e-01, -1.3941693504e+01
4.5662300640e+01, 9.6390813468e-01, -1.3943459816e+01
4.5665713368e+01, 9.6818099803e-01, -1.3945614570e+01
4.5669126096e+01, 9.7038705613e-01, -1.3947791312e+01
4.5672538824e+01, 9.6920707156e-01, -1.3947930565e+01
4.5675951552e+01, 9.6786584687e-01, -1.3947483490e+01
4.5679364280e+01, 9.7061425812e-01, -1.3948919993e+01
4.5682777008e+01, 9.7330403660e-01, -1.3952841060e+01
4.5686189736e+01, 9.7408824994e-01, -1.3955736053e+01
4.5689602464e+01, 9.7300354363e-01, -1.3956124495e+01
4.5693015192e+01, 9.7386104794e-01, -1.3955640775e+01
4.5696427920e+01, 9.7383906065e-01, -1.3958718995e+01
4.5699840648e+01, 9.7584723314e-01, -1.3959884321e+01
4.5703253376e+01, 9.7826583504e-01, -1.3963394959e+01
4.5706666104e+01, 9.7826583504e-01, -1.3962977200e+01
4.5710078832e+01, 9.7710783776e-01, -1.3962779315e+01
4.5713491560e+01, 9.8052319681e-01, -1.3966737027e+01
4.5716904288e+01, 9.8174715595e-01, -1.3969456122e+01
4.5720317016e+01, 9.8397520134e-01, -1.3971185789e+01
4.5723729744e+01, 9.8298577329e-01, -1.3971112498e+01
4.5727142472e+01, 9.8346949367e-01, -1.3971434978e+01
4.5730555200e+01, 9.8585145008e-01, -1.3973677681e+01
4.5733967928e+01, 9.8827005198e-01, -1.3974432578e+01
4.5737380656e+01, 9.8992642782e-01, -1.3976616649e+01
4.5740793384e+01, 9.8835067204e-01, -1.3976022992e+01
4.5744206112e+01, 9.8978717499e-01, -1.3976528700e+01
4.5747618840e+01, 9.9293135746e-01, -1.3980259210e+01
4.5751031568e+01, 9.9564312322e-01, -1.3981615093e+01
4.5754444296e+01, 9.9540859213e-01, -1.3983571962e+01
4.5757857024e+01, 9.9507878278e-01, -1.3982597192e+01
4.5761269752e+01, 9.9716024623e-01, -1.3984099657e+01
4.5764682480e+01, 9.9906581136e-01, -1.3987023966e+01
4.5768095208e+01, 1.0010226802e+00, -1.3989273999e+01
4.5771507936e+01, 9.9990132838e-01, -1.3992190980e+01
4.5774920664e+01, 1.0014477678e+00, -1.3989765049e+01
4.5778333392e+01, 1.0014477678e+00, -1.3992462156e+01
4.5781746120e+01, 1.0064095662e+00, -1.3993583508e+01
4.5785158848e+01, 1.0078314110e+00, -1.3996302603e+01
4.5788571576e+01, 1.0064388826e+00, -1.3997387309e+01
4.5791984304e+01, 1.0067540338e+00, -1.3997511904e+01
4.5795397032e+01, 1.0094071667e+00, -1.4000289631e+01
4.5798809760e+01, 1.0123168181e+00, -1.4002129235e+01
4.5802222488e+01, 1.0142663578e+00, -1.4004584482e+01
4.5805635216e+01, 1.0116132248e+00, -1.4004210698e+01
4.5809047944e+01, 1.0110855299e+00, -1.4003221270e+01
4.5812460672e+01, 1.0126539566e+00, -1.4005779125e+01
4.5815873400e+01, 1.0182900319e+00, -1.4009011256e+01
4.5819286128e+01, 1.0195213201e+00, -1.4013042260e+01
4.5822698856e+01, 1.0187077904e+00, -1.4013386727e+01
4.5826111584e+01, 1.0186418285e+00, -1.4013298778e+01
4.5829524312e+01, 1.0221158204e+00, -1.4017395743e+01
4.5832937040e+01, 1.0255898122e+00, -1.4019726396e+01
4.5836349768e+01, 1.0258609888e+00, -1.4022394187e+01
4.5839762496e+01, 1.0247176497e+00, -1.4022767971e+01
4.5843175224e+01, 1.0248202570e+00, -1.4021148240e+01
4.5846587952e+01, 1.0297527391e+00, -1.4024878751e+01
4.5850000680e+01, 1.0331534399e+00, -1.4027246049e+01
4.5853413408e+01, 1.0331827563e+00, -1.4030991217e+01
4.5856826136e+01, 1.0328163015e+00, -1.4031159787e+01
4.5860238864e+01, 1.0324938212e+00, -1.4029701296e+01
4.5863651592e+01, 1.0357772565e+00, -1.4033123984e+01
4.5867064320e+01, 1.0394637922e+00, -1.4035014891e+01
4.5870477048e+01, 1.0393611848e+00, -1.4038159074e+01
4.5873889776e+01, 1.0383497695e+00, -1.4037015735e+01
4.5877302504e+01, 1.0384597059e+00, -1.4038547516e+01
4.5880715232e+01, 1.0394124885e+00, -1.4041669711e+01
4.5884127960e+01, 1.0478775951e+00, -1.4042688456e+01
4.5887540688e+01, 1.0469394708e+00, -1.4044696628e+01
4.5890953416e+01, 1.0441544140e+00, -1.4044322844e+01
4.5894366144e+01, 1.0451511712e+00, -1.4045312272e+01
4.5897778872e+01, 1.0527807608e+00, -1.4048984150e+01
4.5901191600e+01, 1.0594209224e+00, -1.4050486614e+01
4.5904604328e+01, 1.0600585538e+00, -1.4054151163e+01
4.5908017056e+01, 1.0592376949e+00, -1.4052245598e+01
4.5911429784e+01, 1.0604836414e+00, -1.4053330304e+01
4.5914842512e+01, 1.0638990004e+00, -1.4055814868e+01
4.5918255240e+01, 1.0661123876e+00, -1.4057009510e+01
4.5921667968e+01, 1.0658338819e+00, -1.4058519304e+01
4.5925080696e+01, 1.0664055515e+00, -1.4057573851e+01
4.5928493424e+01, 1.0666620699e+00, -1.4060073073e+01
4.5931906152e+01, 1.0698282396e+00, -1.4062367080e+01
4.5935318880e+01, 1.0744235832e+00, -1.4064587796e+01
4.5938731608e+01, 1.0748046963e+00, -1.4066537336e+01
4.5942144336e+01, 1.0751491638e+00, -1.4065555237e+01
4.5945557064e+01, 1.0773772092e+00, -1.4068765381e+01
4.5948969792e+01, 1.0813715669e+00, -1.4070531694e+01
4.5952382520e+01, 1.0835336504e+00, -1.4073690534e+01
4.5955795248e+01, 1.0832038410e+00, -1.4073829787e+01
4.5959207976e+01, 1.0818846036e+00, -1.4071997513e+01
4.5962620704e+01, 1.0835483086e+00, -1.4073741838e+01
4.5966033432e+01, 1.0887666254e+00, -1.4076145782e+01
4.5969446160e+01, 1.0911632400e+00, -1.4079128724e+01
4.5972858888e+01, 1.0905769123e+00, -1.4078835560e+01
4.5976271616e+01, 1.0902177865e+00, -1.4079766356e+01
4.5979684344e+01, 1.0930028433e+00, -1.4082719982e+01
4.5983097072e+01, 1.0960737348e+00, -1.4085285165e+01
4.5986509800e+01, 1.0992399045e+00, -1.4087366629e+01
4.5989922528e+01, 1.0981185527e+00, -1.4088026247e+01
4.5993335256e+01, 1.0976128451e+00, -1.4087007503e+01
4.5996747984e+01, 1.1002586490e+00, -1.4090532799e+01
4.6000160712e+01, 1.1048173471e+00, -1.4092306440e+01
4.6003573440e+01, 1.1056748514e+00, -1.4093794247e+01
4.6006986168e+01, 1.1051911310e+00, -1.4093647665e+01
4.6010398896e+01, 1.1061072681e+00, -1.4093728285e+01
4.6013811624e+01, 1.1084525790e+00, -1.4096447380e+01
4.6017224352e+01, 1.1116553943e+00, -1.4098594805e+01
4.6020637080e+01, 1.1129013407e+00, -1.4101445823e+01
4.6024049808e+01, 1.1117213561e+00, -1.4100309813e+01
4.6027462536e+01, 1.1120511655e+00, -1.4100859496e+01
4.6030875264e+01, 1.1155471446e+00, -1.4103717843e+01
4.6034287992e+01, 1.1186693398e+00, -1.4105271612e+01
4.6037700720e+01, 1.1186473525e+00, -1.4108063998e+01
4.6041113448e+01, 1.1180756829e+00, -1.4107792821e+01
4.6044526176e+01, 1.1195048568e+00, -1.4109119388e+01
4.6047938904e+01, 1.1222239517e+00, -1.4112549405e+01
4.6051351632e+01, 1.1266800424e+00, -1.4113274985e+01
4.6054764360e+01, 1.1260790565e+00, -1.4117423254e+01
4.6058177088e+01, 1.1255000579e+00, -1.4115576322e+01
4.6061589816e+01, 1.1267166879e+00, -1.4116580408e+01
4.6065002544e+01, 1.1307623493e+00, -1.4119262857e+01
4.6068415272e+01, 1.1342070247e+00, -1.4122341078e+01
4.6071828000e+01, 1.1332689003e+00, -1.4124393225e+01
4.6075240728e+01, 1.1326312689e+00, -1.4122890760e+01
4.6078653456e+01, 1.1343682648e+00, -1.4124100061e+01
4.6082066184e+01, 1.1385751663e+00, -1.4126005626e+01
4.6085478912e+01, 1.1402095549e+00, -1.4129508935e+01
4.6088891640e+01, 1.1403561368e+00, -1.4130498363e+01
4.6092304368e+01, 1.1398431000e+00, -1.4128372925e+01
4.6095717096e+01, 1.1427674096e+00, -1.4130527679e+01
4.6099129824e+01, 1.1473554241e+00, -1.4132682433e+01
4.6102542552e+01, 1.1495028494e+00, -1.4135467490e+01
4.6105955280e+01, 1.1491290655e+00, -1.4136933310e+01
4.6109368008e+01, 1.1484767759e+00, -1.4135841274e+01
4.6112780736e+01, 1.1504776193e+00, -1.4138926824e+01
4.6116193464e+01, 1.1555127087e+00, -1.4139901594e+01
4.6119606192e+01, 1.1567733133e+00, -1.4142569385e+01
4.6123018920e+01, 1.1565754277e+00, -1.4142437461e+01
4.6126431648e+01, 1.1554540759e+00, -1.4142488765e+01
4.6129844376e+01, 1.1582171454e+00, -1.4144299052e+01
4.6133257104e+01, 1.1623654141e+00, -1.4145801516e+01
4.6136669832e+01, 1.1627758435e+00, -1.4149026319e+01
4.6140082560e+01, 1.1612513914e+00, -1.4149106939e+01
4.6143495288e+01, 1.1614566061e+00, -1.4149099610e+01
4.6146908016e+01, 1.1649599143e+00, -1.4152507640e+01
4.6150320744e+01, 1.1696285489e+00, -1.4154493825e+01
4.6153733472e+01, 1.1715707595e+00, -1.4157183604e+01
4.6157146200e+01, 1.1706692806e+00, -1.4157073667e+01
4.6160558928e+01, 1.1712116337e+00, -1.4156450694e+01
4.6163971656e+01, 1.1754698389e+00, -1.4160012635e+01
4.6167384384e+01, 1.1785407304e+00, -1.4162240680e+01
4.6170797112e+01, 1.1789218434e+00, -1.4165282255e+01
4.6174209840e+01, 1.1776465806e+00, -1.4164292827e+01
4.6177622568e+01, 1.1793762474e+00, -1.4164923130e+01
4.6181035296e+01, 1.1828062647e+00, -1.4168001350e+01
4.6184448024e+01, 1.1864781421e+00, -1.4169254626e+01
4.6187860752e+01, 1.1869545334e+00, -1.4172025024e+01
4.6191273480e+01, 1.1860090799e+00, -1.4170258712e+01
4.6194686208e+01, 1.1874235956e+00, -1.4171152862e+01
4.6198098936e+01, 1.1896956155e+00, -1.4174487601e+01
4.6201511664e+01, 1.1932209110e+00, -1.4175806838e+01
4.6204924392e+01, 1.1931183037e+00, -1.4178885059e+01
4.6208337120e+01, 1.1927152033e+00, -1.4177382594e+01
4.6211749848e+01, 1.1947966668e+00, -1.4180182309e+01
4.6215162576e+01, 1.1985491643e+00, -1.4182403025e+01
4.6218575304e+01, 1.2023456364e+00, -1.4183920148e+01
4.6221988032e+01, 1.2015834103e+00, -1.4185899004e+01
4.6225400760e+01, 1.2006452859e+00, -1.4185789068e+01
4.6228813488e+01, 1.2022283708e+00, -1.4188793997e+01
4.6232226216e+01, 1.2075053204e+00, -1.4190516335e+01
4.6235638944e+01, 1.2093962273e+00, -1.4192553824e+01
4.6239051672e+01, 1.2086340013e+00, -1.4194781869e+01
4.6242464400e+01, 1.2083554956e+00, -1.4193235430e+01
4.6245877128e+01, 1.2101511243e+00, -1.4197845432e+01
4.6249289856e+01, 1.2143800131e+00, -1.4198944796e+01
4.6252702584e+01, 1.2168059441e+00, -1.4202294194e+01
4.6256115312e+01, 1.2162709200e+00, -1.4202074321e+01
4.6259528040e+01, 1.2157578832e+00, -1.4201187500e+01
4.6262940768e+01, 1.2185062945e+00, -1.4203906595e+01
4.6266353496e+01, 1.2227498415e+00, -1.4205922096e+01
4.6269766224e+01, 1.2241716862e+00, -1.4208399331e+01
4.6273178952e+01, 1.2225153104e+00, -1.4208010889e+01
4.6276591680e+01, 1.2225886013e+00, -1.4208413989e+01
4.6280004408e+01, 1.2251244688e+00, -1.4211191717e+01
4.6283417136e+01, 1.2286644225e+00, -1.4213852179e+01
4.6286829864e+01, 1.2294926104e+00, -1.4216475996e+01
4.6290242592e+01, 1.2279095255e+00, -1.4216967045e+01
4.6293655320e+01, 1.2299763308e+00, -1.4215552529e+01
4.6297068048e+01, 1.2336775246e+00, -1.4218879939e+01
4.6300480776e+01, 1.2375839331e+00, -1.4221034694e+01
4.6303893504e+01, 1.2381189572e+00, -1.4224024965e+01
4.6307306232e+01, 1.2376865405e+00, -1.4223123486e+01
4.6310718960e+01, 1.2363819612e+00, -1.4224406078e+01
4.6314131688e+01, 1.2402956989e+00, -1.4226333631e+01
4.6317544416e+01, 1.2448690552e+00, -1.4228305158e+01
4.6320957144e+01, 1.2461223307e+00, -1.4231222138e+01
4.6324369872e+01, 1.2447444605e+00, -1.4229353218e+01
4.6327782600e+01, 1.2461736344e+00, -1.4231075556e+01
4.6331195328e+01, 1.2502705994e+00, -1.4233508816e+01
4.6334608056e+01, 1.2539791223e+00, -1.4236660328e+01
4.6338020784e+01, 1.2540817297e+00, -1.4239247499e+01
4.6341433512e+01, 1.2521688355e+00, -1.4237268643e+01
4.6344846240e+01, 1.2544115390e+00, -1.4239679916e+01
4.6348258968e+01, 1.2582519857e+00, -1.4242289074e+01
4.6351671696e+01, 1.2614181554e+00, -1.4244509790e+01
4.6355084424e+01, 1.2612715735e+00, -1.4246151508e+01
4.6358497152e+01, 1.2606412712e+00, -1.4244568423e+01
4.6361909880e+01, 1.2611176625e+00, -1.4246393368e+01
4.6365322608e+01, 1.2655444369e+00, -1.4249764753e+01
4.6368735336e+01, 1.2690843906e+00, -1.4251714292e+01
4.6372148064e+01, 1.2685200501e+00, -1.4253597870e+01
4.6375560792e+01, 1.2684174428e+00, -1.4253055517e+01
4.6378973520e+01, 1.2693409089e+00, -1.4255576726e+01
4.6382386248e+01, 1.2724118004e+00, -1.4257804772e+01
4.6385798976e+01, 1.2749036933e+00, -1.4260076792e+01
4.6389211704e+01, 1.2749403388e+00, -1.4260904980e+01
4.6392624432e+01, 1.2742880492e+00, -1.4259358540e+01
4.6396037160e+01, 1.2773076370e+00, -1.4262861848e+01
4.6399449888e+01, 1.2822327900e+00, -1.4265001945e+01
