% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 55.70 s, time offset 27.85 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2022-09-09 T 13:04:18 -0400
% Time (s), Channel A (V), Channel B (V)
7.3987943040e+00, 1.0033533329e-02, 1.9898937181e+00
7.4022070320e+00, 8.4797648369e-03, 1.9896078833e+00
7.4056197600e+00, 5.0790639862e-03, 1.9921071053e+00
7.4090324880e+00, 6.0025301655e-03, 1.9910883608e+00
7.4124452160e+00, 9.0587634731e-03, 1.9902601729e+00
7.4158579440e+00, 9.3445982429e-03, 1.9903920966e+00
7.4192706720e+00, 6.4202886751e-03, 1.9907951970e+00
7.4226834000e+00, 4.6173308965e-03, 1.9930379005e+00
7.4260961280e+00, 5.2329750160e-03, 1.9904507294e+00
7.4295088560e+00, 8.9341688299e-03, 1.9903261348e+00
7.4329215840e+00, 9.4618637895e-03, 1.9893806813e+00
7.4363343120e+00, 7.5856150443e-03, 1.9899010472e+00
7.4397470400e+00, 5.5701134625e-03, 1.9921437508e+00
7.4431597680e+00, 6.6035160917e-03, 1.9906412859e+00
7.4465724960e+00, 9.4105601129e-03, 1.9899963254e+00
7.4499852240e+00, 9.2859654696e-03, 1.9888603154e+00
7.4533979520e+00, 6.8307180882e-03, 1.9912202846e+00
7.4568106800e+00, 4.0896359369e-03, 1.9921290926e+00
7.4602234080e+00, 5.3282532726e-03, 1.9905826532e+00
7.4636361360e+00, 8.1719427772e-03, 1.9904287421e+00
7.4670488640e+00, 7.6295896242e-03, 1.9896225415e+00
7.4704615920e+00, 6.3469977085e-03, 1.9907951970e+00
7.4738743200e+00, 5.2696204993e-03, 1.9920338143e+00
7.4772870480e+00, 7.6002732376e-03, 1.9906925896e+00
7.4806997760e+00, 8.8682069600e-03, 1.9907732097e+00
7.4841125040e+00, 9.3812437262e-03, 1.9894686305e+00
7.4875252320e+00, 7.2191602112e-03, 1.9915134484e+00
7.4909379600e+00, 6.9699709247e-03, 1.9929572805e+00
7.4943506880e+00, 8.8169032833e-03, 1.9913155628e+00
7.4977634160e+00, 1.0722468415e-02, 1.9907438933e+00
7.5011761440e+00, 9.6304330127e-03, 1.9892267703e+00
7.5045888720e+00, 6.4569341585e-03, 1.9916380431e+00
7.5080016000e+00, 5.1083803728e-03, 1.9923856109e+00
7.5114143280e+00, 8.2379046471e-03, 1.9913741956e+00
7.5148270560e+00, 1.0121482489e-02, 1.9912789173e+00
7.5182397840e+00, 8.7949159933e-03, 1.9890215556e+00
7.5216525120e+00, 5.7313535890e-03, 1.9919238779e+00
7.5250652400e+00, 5.2256459194e-03, 1.9920777889e+00
7.5284779680e+00, 6.7574271216e-03, 1.9913302210e+00
7.5318906960e+00, 8.9414979266e-03, 1.9907951970e+00
7.5353034240e+00, 8.7436123167e-03, 1.9893220485e+00
7.5387161520e+00, 5.2329750160e-03, 1.9929206350e+00
7.5421288800e+00, 4.7565837331e-03, 1.9922903327e+00
7.5455416080e+00, 7.0725782780e-03, 1.9920704598e+00
7.5489543360e+00, 8.3038665171e-03, 1.9900329709e+00
7.5523670640e+00, 6.9992873114e-03, 1.9905533368e+00
7.5557797920e+00, 5.2696204993e-03, 1.9933750390e+00
7.5591925200e+00, 5.3502405626e-03, 1.9914621448e+00
7.5626052480e+00, 8.2305755504e-03, 1.9913741956e+00
7.5660179760e+00, 9.1027380531e-03, 1.9900183127e+00
7.5694307040e+00, 5.9805428755e-03, 1.9910297281e+00
7.5728434320e+00, 3.1881570476e-03, 1.9936535447e+00
7.5762561600e+00, 4.8005583130e-03, 1.9911103481e+00
7.5796688880e+00, 6.6401615750e-03, 1.9917479795e+00
7.5830816160e+00, 7.8274752341e-03, 1.9898204271e+00
7.5864943440e+00, 6.0391756488e-03, 1.9911323354e+00
7.5899070720e+00, 4.6539763798e-03, 1.9924882183e+00
7.5933198000e+00, 5.9072519089e-03, 1.9915427648e+00
7.5967325280e+00, 9.0441052798e-03, 1.9916307140e+00
7.6001452560e+00, 9.8356477192e-03, 1.9903407930e+00
7.6035579840e+00, 6.8527053782e-03, 1.9913082337e+00
7.6069707120e+00, 4.0529904536e-03, 1.9928693313e+00
7.6103834400e+00, 5.0717348895e-03, 1.9914474866e+00
7.6137961680e+00, 7.3584130478e-03, 1.9914035120e+00
7.6172088960e+00, 7.8274752341e-03, 1.9903701094e+00
7.6206216240e+00, 4.7859001197e-03, 1.9916160558e+00
7.6240343520e+00, 3.2687771109e-03, 1.9929572805e+00
7.6274470800e+00, 5.0131021162e-03, 1.9910297281e+00
7.6308598080e+00, 6.7574271216e-03, 1.9902675020e+00
7.6342725360e+00, 6.8966799581e-03, 1.9890801883e+00
7.6376852640e+00, 4.5147235433e-03, 1.9919165488e+00
7.6410979920e+00, 4.2728633534e-03, 1.9922976618e+00
7.6445107200e+00, 6.2004157753e-03, 1.9904873749e+00
7.6479234480e+00, 7.4463622077e-03, 1.9900842746e+00
7.6513361760e+00, 6.9479836347e-03, 1.9884278987e+00
7.6547489040e+00, 4.3827998034e-03, 1.9916307140e+00
7.6581616320e+00, 3.1295242743e-03, 1.9908025261e+00
7.6615743600e+00, 6.3469977085e-03, 1.9899523508e+00
7.6649870880e+00, 8.6043594802e-03, 1.9902748311e+00
7.6683998160e+00, 7.6515769142e-03, 1.9886257844e+00
7.6718125440e+00, 4.5733563165e-03, 1.9919531942e+00
7.6752252720e+00, 4.6979509598e-03, 1.9911616518e+00
7.6786380000e+00, 7.2264893079e-03, 1.9901209201e+00
7.6820507280e+00, 8.5237394169e-03, 1.9887210626e+00
7.6854634560e+00, 5.2696204993e-03, 1.9877389637e+00
7.6888761840e+00, 3.2907644008e-03, 1.9911176772e+00
7.6922889120e+00, 3.7158520072e-03, 1.9903627803e+00
7.6957016400e+00, 6.4642632551e-03, 1.9907805388e+00
7.6991143680e+00, 8.3405120004e-03, 1.9903994257e+00
7.7025270960e+00, 5.2403041127e-03, 1.9896958325e+00
7.7059398240e+00, 2.5945002180e-03, 1.9925468511e+00
7.7093525520e+00, 3.4153590441e-03, 1.9912129555e+00
7.7127652800e+00, 6.6255033817e-03, 1.9901868819e+00
7.7161780080e+00, 7.0139455047e-03, 1.9890875174e+00
7.7195907360e+00, 4.8811783763e-03, 1.9904140839e+00
7.7230034640e+00, 3.0342460177e-03, 1.9936462156e+00
7.7264161920e+00, 4.0823068402e-03, 1.9916160558e+00
7.7298289200e+00, 7.2411475012e-03, 1.9919605233e+00
7.7332416480e+00, 8.1133100039e-03, 1.9893586940e+00
7.7366543760e+00, 5.0937221795e-03, 1.9906559441e+00
7.7400671040e+00, 3.4226881407e-03, 1.9929133059e+00
7.7434798320e+00, 4.8005583130e-03, 1.9918505869e+00
7.7468925600e+00, 8.3624992903e-03, 1.9909784244e+00
7.7503052880e+00, 8.4064738703e-03, 1.9889262773e+00
7.7537180160e+00, 4.9178238596e-03, 1.9909710953e+00
7.7571307440e+00, 2.3819564149e-03, 1.9935655955e+00
7.7605434720e+00, 4.5733563165e-03, 1.9912056264e+00
7.7639562000e+00, 7.1165528580e-03, 1.9914328284e+00
7.7673689280e+00, 7.2484765979e-03, 1.9895419214e+00
7.7707816560e+00, 4.0529904536e-03, 1.9911396645e+00
7.7741943840e+00, 3.1221951776e-03, 1.9929352932e+00
7.7776071120e+00, 4.6466472832e-03, 1.9908538297e+00
7.7810198400e+00, 7.6882223975e-03, 1.9910590444e+00
7.7844325680e+00, 7.2558056945e-03, 1.9897251489e+00
7.7878452960e+00, 4.2948506434e-03, 1.9913522083e+00
7.7912580240e+00, 3.8477757471e-03, 1.9923049909e+00
7.7946707520e+00, 6.3616559019e-03, 1.9909857535e+00
7.7980834800e+00, 8.1059809072e-03, 1.9900036545e+00
7.8014962080e+00, 6.5595415117e-03, 1.9892634158e+00
7.8049089360e+00, 3.9283958104e-03, 1.9915940685e+00
7.8083216640e+00, 3.7671556838e-03, 1.9915427648e+00
7.8117343920e+00, 5.9878719721e-03, 1.9900989328e+00
7.8151471200e+00, 7.5636277543e-03, 1.9913082337e+00
7.8185598480e+00, 6.6474906716e-03, 1.9893953395e+00
7.8219725760e+00, 3.7524974905e-03, 1.9913082337e+00
7.8253853040e+00, 3.2687771109e-03, 1.9922903327e+00
7.8287980320e+00, 5.7679990723e-03, 1.9916087267e+00
7.8322107600e+00, 7.9374116840e-03, 1.9898424144e+00
7.8356234880e+00, 6.5595415117e-03, 1.9900476291e+00
7.8390362160e+00, 3.1075369843e-03, 1.9931551661e+00
7.8424489440e+00, 4.4047870933e-03, 1.9922316999e+00
7.8458616720e+00, 7.3877294344e-03, 1.9913375501e+00
7.8492744000e+00, 8.1939300671e-03, 1.9903188057e+00
7.8526871280e+00, 5.3648987559e-03, 1.9904067548e+00
7.8560998560e+00, 3.7378392972e-03, 1.9928326858e+00
7.8595125840e+00, 4.2801924501e-03, 1.9905313495e+00
7.8629253120e+00, 7.7541842675e-03, 1.9905166913e+00
7.8663380400e+00, 8.8242323800e-03, 1.9896885034e+00
7.8697507680e+00, 6.1271248087e-03, 1.9902161983e+00
7.8731634960e+00, 4.4414325766e-03, 1.9920558016e+00
7.8765762240e+00, 5.4968224958e-03, 1.9905899823e+00
7.8799889520e+00, 8.8901942499e-03, 1.9899963254e+00
7.8834016800e+00, 9.0147888932e-03, 1.9882300131e+00
7.8868144080e+00, 6.6914652516e-03, 1.9888163409e+00
7.8902271360e+00, 3.0049296311e-03, 1.9910737026e+00
7.8936398640e+00, 6.2883649352e-03, 1.9900549582e+00
7.8970525920e+00, 9.3519273396e-03, 1.9893367067e+00
7.9004653200e+00, 8.6043594802e-03, 1.9880467857e+00
7.9038780480e+00, 5.6507335257e-03, 1.9903334639e+00
7.9072907760e+00, 4.9837857296e-03, 1.9912789173e+00
7.9107035040e+00, 6.9919582147e-03, 1.9901648947e+00
7.9141162320e+00, 8.5237394169e-03, 1.9904434003e+00
7.9175289600e+00, 9.5424838528e-03, 1.9889775810e+00
7.9209416880e+00, 7.2997802745e-03, 1.9910810317e+00
7.9243544160e+00, 6.0611629387e-03, 1.9915794103e+00
7.9277671440e+00, 7.7395260741e-03, 1.9910590444e+00
7.9311798720e+00, 8.8755360566e-03, 1.9898497435e+00
7.9345926000e+00, 8.3405120004e-03, 1.9881860386e+00
7.9380053280e+00, 5.9072519089e-03, 1.9900256418e+00
7.9414180560e+00, 4.7272673464e-03, 1.9906046405e+00
7.9448307840e+00, 7.1312110513e-03, 1.9898790599e+00
7.9482435120e+00, 9.8136604292e-03, 1.9890801883e+00
7.9516562400e+00, 8.5457267069e-03, 1.9877243055e+00
7.9550689680e+00, 6.2370612586e-03, 1.9910956899e+00
7.9584816960e+00, 6.2297321620e-03, 1.9918432578e+00
7.9618944240e+00, 8.6336758668e-03, 1.9900183127e+00
7.9653071520e+00, 1.0487937322e-02, 1.9894393141e+00
7.9687198800e+00, 9.1247253431e-03, 1.9885085188e+00
7.9721326080e+00, 6.0025301655e-03, 1.9920704598e+00
7.9755453360e+00, 5.9512264888e-03, 1.9915427648e+00
7.9789580640e+00, 8.4504484503e-03, 1.9915500939e+00
7.9823707920e+00, 9.7257112693e-03, 1.9901795528e+00
7.9857835200e+00, 8.0400190373e-03, 1.9896371997e+00
7.9891962480e+00, 5.8925937155e-03, 1.9915061193e+00
7.9926089760e+00, 4.8005583130e-03, 1.9907438933e+00
7.9960217040e+00, 8.1939300671e-03, 1.9902455147e+00
7.9994344320e+00, 9.5644711428e-03, 1.9892854031e+00
8.0028471600e+00, 8.2232464538e-03, 1.9891534793e+00
8.0062598880e+00, 5.9292391988e-03, 1.9914914611e+00
8.0096726160e+00, 6.5595415117e-03, 1.9899083763e+00
8.0130853440e+00, 9.0441052798e-03, 1.9899303636e+00
8.0164980720e+00, 9.1247253431e-03, 1.9897691234e+00
8.0199108000e+00, 7.3804003378e-03, 1.9901135910e+00
8.0233235280e+00, 5.7973154589e-03, 1.9922756745e+00
8.0267362560e+00, 6.9773000214e-03, 1.9915207775e+00
8.0301489840e+00, 9.9455841691e-03, 1.9898570726e+00
8.0335617120e+00, 9.7550276560e-03, 1.9891168338e+00
8.0369744400e+00, 7.0505909880e-03, 1.9897617943e+00
8.0403871680e+00, 5.1010512761e-03, 1.9920851180e+00
8.0437998960e+00, 6.8820217648e-03, 1.9909637662e+00
8.0472126240e+00, 9.0074597965e-03, 1.9913815247e+00
8.0506253520e+00, 7.9813862640e-03, 1.9895419214e+00
8.0540380800e+00, 5.3355823693e-03, 1.9905240204e+00
8.0574508080e+00, 4.8372037963e-03, 1.9918505869e+00
8.0608635360e+00, 6.4056304818e-03, 1.9900109836e+00
8.0642762640e+00, 8.8388905733e-03, 1.9900476291e+00
8.0676889920e+00, 8.0033735539e-03, 1.9886111262e+00
8.0711017200e+00, 4.5733563165e-03, 1.9909930826e+00
8.0745144480e+00, 3.9943576803e-03, 1.9913228919e+00
8.0779271760e+00, 6.2077448720e-03, 1.9891974539e+00
8.0813399040e+00, 8.8095741867e-03, 1.9896152124e+00
8.0847526320e+00, 8.1719427772e-03, 1.9890508720e+00
8.0881653600e+00, 4.8298746997e-03, 1.9920044979e+00
8.0915780880e+00, 4.0749777436e-03, 1.9918505869e+00
8.0949908160e+00, 6.2590485486e-03, 1.9893586940e+00
8.0984035440e+00, 8.9048524433e-03, 1.9901062619e+00
8.1018162720e+00, 8.0180317473e-03, 1.9893513649e+00
8.1052290000e+00, 4.7492546364e-03, 1.9917333213e+00
8.1086417280e+00, 4.3534834167e-03, 1.9911689809e+00
8.1120544560e+00, 6.8820217648e-03, 1.9900916037e+00
8.1154671840e+00, 9.7623567526e-03, 1.9899450218e+00
8.1188799120e+00, 8.5603849002e-03, 1.9893733522e+00
8.1222926400e+00, 4.5440399299e-03, 1.9920558016e+00
8.1257053680e+00, 4.8152165064e-03, 1.9917040050e+00
8.1291180960e+00, 8.4431193536e-03, 1.9905313495e+00
8.1325308240e+00, 1.0209431649e-02, 1.9901795528e+00
8.1359435520e+00, 8.7436123167e-03, 1.9900842746e+00
8.1393562800e+00, 6.0904793254e-03, 1.9920558016e+00
8.1427690080e+00, 6.1710993887e-03, 1.9909051334e+00
8.1461817360e+00, 8.5383976102e-03, 1.9906119695e+00
8.1495944640e+00, 8.7582705100e-03, 1.9894759596e+00
8.1530071920e+00, 6.8233889915e-03, 1.9904947040e+00
8.1564199200e+00, 4.3314961267e-03, 1.9924808892e+00
8.1598326480e+00, 6.8160598948e-03, 1.9906999187e+00
8.1632453760e+00, 8.8022450900e-03, 1.9907365642e+00
8.1666581040e+00, 8.9488270232e-03, 1.9901942110e+00
8.1700708320e+00, 6.4129595785e-03, 1.9906119695e+00
8.1734835600e+00, 4.3534834167e-03, 1.9937195065e+00
8.1768962880e+00, 5.4162024326e-03, 1.9914035120e+00
8.1803090160e+00, 9.2126745030e-03, 1.9900696164e+00
8.1837217440e+00, 9.6890657860e-03, 1.9890801883e+00
8.1871344720e+00, 7.0139455047e-03, 1.9910737026e+00
8.1905472000e+00, 4.5147235433e-03, 1.9927080912e+00
8.1939599280e+00, 6.1637702920e-03, 1.9908831461e+00
8.1973726560e+00, 8.0986518105e-03, 1.9915720812e+00
8.2007853840e+00, 8.5090812236e-03, 1.9898644017e+00
8.2041981120e+00, 6.3763140952e-03, 1.9911176772e+00
8.2076108400e+00, 5.1816713394e-03, 1.9926274711e+00
8.2110235680e+00, 7.1165528580e-03, 1.9916307140e+00
8.2144362960e+00, 9.1980163097e-03, 1.9913009046e+00
8.2178490240e+00, 8.9928016032e-03, 1.9900696164e+00
8.2212617520e+00, 5.4601770125e-03, 1.9917553086e+00
8.2246744800e+00, 4.9324820529e-03, 1.9920118270e+00
8.2280872080e+00, 6.6181742850e-03, 1.9898350853e+00
8.2314999360e+00, 8.8462196700e-03, 1.9898937181e+00
8.2349126640e+00, 8.2818792271e-03, 1.9884205696e+00
8.2383253920e+00, 5.5261388825e-03, 1.9905020331e+00
8.2417381200e+00, 4.7052800564e-03, 1.9900476291e+00
8.2451508480e+00, 7.5929441409e-03, 1.9897837816e+00
8.2485635760e+00, 9.6377621094e-03, 1.9899670090e+00
8.2519763040e+00, 7.3217675645e-03, 1.9888456573e+00
8.2553890320e+00, 4.8885074730e-03, 1.9921730671e+00
8.2588017600e+00, 5.8779355222e-03, 1.9903554512e+00
8.2622144880e+00, 8.0180317473e-03, 1.9897911107e+00
8.2656272160e+00, 9.2786363730e-03, 1.9889555937e+00
8.2690399440e+00, 8.0180317473e-03, 1.9890508720e+00
8.2724526720e+00, 5.8632773289e-03, 1.9912642592e+00
8.2758654000e+00, 5.7313535890e-03, 1.9898644017e+00
8.2792781280e+00, 8.6263467701e-03, 1.9894026686e+00
8.2826908560e+00, 9.6377621094e-03, 1.9891095047e+00
8.2861035840e+00, 8.0180317473e-03, 1.9893953395e+00
8.2895163120e+00, 5.5481261725e-03, 1.9921364217e+00
8.2929290400e+00, 7.0139455047e-03, 1.9905093622e+00
8.2963417680e+00, 9.6450912060e-03, 1.9893367067e+00
8.2997544960e+00, 9.7916731393e-03, 1.9881860386e+00
8.3031672240e+00, 7.7541842675e-03, 1.9902308565e+00
8.3065799520e+00, 5.2916077893e-03, 1.9924002691e+00
8.3099926800e+00, 5.5774425591e-03, 1.9911250063e+00
8.3134054080e+00, 8.5823721902e-03, 1.9898350853e+00
8.3168181360e+00, 8.6483340601e-03, 1.9886477716e+00
8.3202308640e+00, 6.8527053782e-03, 1.9908904752e+00
8.3236435920e+00, 5.2842786927e-03, 1.9929206350e+00
8.3270563200e+00, 6.3616559019e-03, 1.9910370572e+00
8.3304690480e+00, 8.1352972938e-03, 1.9916233849e+00
8.3338817760e+00, 8.4797648369e-03, 1.9900549582e+00
8.3372945040e+00, 5.2109877261e-03, 1.9909051334e+00
8.3407072320e+00, 3.1368533710e-03, 1.9922683454e+00
8.3441199600e+00, 6.1564411953e-03, 1.9902015401e+00
8.3475326880e+00, 8.3331829037e-03, 1.9901062619e+00
8.3509454160e+00, 8.8242323800e-03, 1.9893367067e+00
8.3543581440e+00, 7.4317040144e-03, 1.9911909682e+00
8.3577708720e+00, 5.3722278526e-03, 1.9920851180e+00
8.3611836000e+00, 6.8453762815e-03, 1.9905899823e+00
8.3645963280e+00, 8.6483340601e-03, 1.9905386786e+00
8.3680090560e+00, 8.0033735539e-03, 1.9889116191e+00
8.3714217840e+00, 4.6173308965e-03, 1.9912496010e+00
8.3748345120e+00, 4.3901289000e-03, 1.9919312069e+00
8.3782472400e+00, 7.4243749177e-03, 1.9911396645e+00
8.3816599680e+00, 9.3226109529e-03, 1.9911250063e+00
8.3850726960e+00, 8.1133100039e-03, 1.9897104907e+00
8.3884854240e+00, 5.2036586294e-03, 1.9924149273e+00
8.3918981520e+00, 4.4560907700e-03, 1.9915647521e+00
8.3953108800e+00, 7.6515769142e-03, 1.9902968184e+00
8.3987236080e+00, 9.1686999231e-03, 1.9890215556e+00
8.4021363360e+00, 6.8307180882e-03, 1.9873944961e+00
8.4055490640e+00, 5.0717348895e-03, 1.9910810317e+00
8.4089617920e+00, 4.9398111496e-03, 1.9901648947e+00
8.4123745200e+00, 7.5123240777e-03, 1.9892340994e+00
8.4157872480e+00, 8.5750430935e-03, 1.9886184553e+00
8.4191999760e+00, 6.6621488650e-03, 1.9894173268e+00
8.4226127040e+00, 4.6026727032e-03, 1.9918066123e+00
8.4260254320e+00, 4.7272673464e-03, 1.9902381856e+00
8.4294381600e+00, 7.5123240777e-03, 1.9900403000e+00
8.4328508880e+00, 8.9928016032e-03, 1.9896518579e+00
8.4362636160e+00, 6.3616559019e-03, 1.9895785669e+00
8.4396763440e+00, 4.1555978069e-03, 1.9928913186e+00
8.4430890720e+00, 6.4789214484e-03, 1.9904067548e+00
8.4465018000e+00, 8.4651066436e-03, 1.9901355783e+00
8.4499145280e+00, 8.5530558035e-03, 1.9892267703e+00
8.4533272560e+00, 6.0318465521e-03, 1.9891021756e+00
8.4567399840e+00, 4.5733563165e-03, 1.9917479795e+00
8.4601527120e+00, 4.9691275362e-03, 1.9907145769e+00
8.4635654400e+00, 8.4211320636e-03, 1.9901942110e+00
8.4669781680e+00, 8.4138029670e-03, 1.9893586940e+00
8.4703908960e+00, 5.6800499124e-03, 1.9897691234e+00
8.4738036240e+00, 4.0529904536e-03, 1.9907365642e+00
8.4772163520e+00, 4.7565837331e-03, 1.9902894893e+00
8.4806290800e+00, 7.5416404643e-03, 1.9904067548e+00
8.4840418080e+00, 7.9447407807e-03, 1.9889555937e+00
8.4874545360e+00, 4.1262814202e-03, 1.9907292351e+00
8.4908672640e+00, 3.1441824676e-03, 1.9921071053e+00
8.4942799920e+00, 5.1743422428e-03, 1.9890508720e+00
8.4976927200e+00, 7.5562986576e-03, 1.9892780740e+00
8.5011054480e+00, 7.4756785943e-03, 1.9882813168e+00
8.5045181760e+00, 4.2215596768e-03, 1.9906559441e+00
8.5079309040e+00, 4.6393181865e-03, 1.9922243708e+00
8.5113436320e+00, 6.5815288017e-03, 1.9908465006e+00
8.5147563600e+00, 8.8388905733e-03, 1.9903334639e+00
8.5181690880e+00, 7.6882223975e-03, 1.9890508720e+00
8.5215818160e+00, 5.6067589458e-03, 1.9913815247e+00
8.5249945440e+00, 5.1010512761e-03, 1.9912496010e+00
8.5284072720e+00, 8.0546772306e-03, 1.9887723663e+00
8.5318200000e+00, 9.7476985593e-03, 1.9888016827e+00
8.5352327280e+00, 7.0799073746e-03, 1.9876510145e+00
8.5386454560e+00, 4.9617984396e-03, 1.9908611588e+00
8.5420581840e+00, 4.1116232269e-03, 1.9910077408e+00
8.5454709120e+00, 6.3396686119e-03, 1.9902308565e+00
8.5488836400e+00, 7.6222605276e-03, 1.9906192986e+00
8.5522963680e+00, 5.7826572656e-03, 1.9890728592e+00
8.5557090960e+00, 4.2801924501e-03, 1.9924149273e+00
8.5591218240e+00, 4.6686345731e-03, 1.9910077408e+00
8.5625345520e+00, 6.8307180882e-03, 1.9899010472e+00
8.5659472800e+00, 8.9121815399e-03, 1.9895785669e+00
8.5693600080e+00, 6.0758211321e-03, 1.9901355783e+00
8.5727727360e+00, 4.3388252234e-03, 1.9931698243e+00
8.5761854640e+00, 4.3388252234e-03, 1.9920997762e+00
8.5795981920e+00, 6.8014017015e-03, 1.9908684879e+00
8.5830109200e+00, 8.3771574837e-03, 1.9900036545e+00
8.5864236480e+00, 7.1678565346e-03, 1.9893147194e+00
8.5898363760e+00, 3.8697630371e-03, 1.9916820177e+00
8.5932491040e+00, 4.4414325766e-03, 1.9901575656e+00
8.5966618320e+00, 6.8380471848e-03, 1.9906779314e+00
8.6000745600e+00, 7.6808933009e-03, 1.9898717308e+00
8.6034872880e+00, 5.7240244923e-03, 1.9899596799e+00
8.6069000160e+00, 3.4153590441e-03, 1.9922170417e+00
8.6103127440e+00, 6.4056304818e-03, 1.9913302210e+00
8.6137254720e+00, 9.0074597965e-03, 1.9907585515e+00
8.6171382000e+00, 8.5090812236e-03, 1.9901135910e+00
8.6205509280e+00, 4.9251529563e-03, 1.9919238779e+00
8.6239636560e+00, 4.2288887735e-03, 1.9932357862e+00
8.6273763840e+00, 6.7427689282e-03, 1.9925321929e+00
8.6307891120e+00, 9.3885728229e-03, 1.9923489655e+00
8.6342018400e+00, 9.6157748194e-03, 1.9898350853e+00
8.6376145680e+00, 6.3323395152e-03, 1.9912496010e+00
8.6410272960e+00, 4.8445328930e-03, 1.9924882183e+00
8.6444400240e+00, 7.1458692446e-03, 1.9900916037e+00
8.6478527520e+00, 9.3592564363e-03, 1.9915061193e+00
8.6512654800e+00, 8.7436123167e-03, 1.9895639087e+00
8.6546782080e+00, 6.1491120987e-03, 1.9912129555e+00
8.6580909360e+00, 5.2183168227e-03, 1.9920924471e+00
8.6615036640e+00, 7.7908297508e-03, 1.9910810317e+00
8.6649163920e+00, 1.0033533329e-02, 1.9902381856e+00
8.6683291200e+00, 8.6336758668e-03, 1.9880980894e+00
8.6717418480e+00, 5.4601770125e-03, 1.9903627803e+00
8.6751545760e+00, 5.3722278526e-03, 1.9913155628e+00
8.6785673040e+00, 8.2525628404e-03, 1.9896665161e+00
8.6819800320e+00, 9.2419908897e-03, 1.9896298706e+00
8.6853927600e+00, 8.0766645206e-03, 1.9886770880e+00
8.6888054880e+00, 5.3722278526e-03, 1.9908611588e+00
8.6922182160e+00, 5.4162024326e-03, 1.9902088692e+00
8.6956309440e+00, 7.3584130478e-03, 1.9891827957e+00
8.6990436720e+00, 7.7688424608e-03, 1.9889189482e+00
8.7024564000e+00, 7.5782859476e-03, 1.9882593295e+00
8.7058691280e+00, 4.1775850968e-03, 1.9913302210e+00
8.7092818560e+00, 3.9723703903e-03, 1.9907365642e+00
8.7126945840e+00, 7.0139455047e-03, 1.9895565796e+00
8.7161073120e+00, 9.1173962464e-03, 1.9888749736e+00
8.7195200400e+00, 7.2997802745e-03, 1.9886697589e+00
8.7229327680e+00, 5.2769495960e-03, 1.9917186631e+00
8.7263454960e+00, 4.9984439229e-03, 1.9896445288e+00
8.7297582240e+00, 7.7321969775e-03, 1.9895639087e+00
8.7331709520e+00, 8.8388905733e-03, 1.9893293776e+00
8.7365836800e+00, 5.6140880424e-03, 1.9899010472e+00
8.7399964080e+00, 3.1515115643e-03, 1.9931624952e+00
8.7434091360e+00, 4.9324820529e-03, 1.9899743381e+00
8.7468218640e+00, 7.4463622077e-03, 1.9892560867e+00
8.7502345920e+00, 9.2493199863e-03, 1.9879954820e+00
8.7536473200e+00, 6.9186672481e-03, 1.9886990753e+00
8.7570600480e+00, 5.2696204993e-03, 1.9918285996e+00
8.7604727760e+00, 5.8119736523e-03, 1.9901355783e+00
8.7638855040e+00, 8.9268397332e-03, 1.9902601729e+00
8.7672982320e+00, 9.3006236630e-03, 1.9889262773e+00
8.7707109600e+00, 6.9333254414e-03, 1.9898057689e+00
8.7741236880e+00, 5.4308606259e-03, 1.9919605233e+00
8.7775364160e+00, 6.9406545381e-03, 1.9902455147e+00
8.7809491440e+00, 9.7990022359e-03, 1.9899670090e+00
8.7843618720e+00, 9.6011166261e-03, 1.9880614439e+00
8.7877746000e+00, 6.4789214484e-03, 1.9898790599e+00
8.7911873280e+00, 5.4968224958e-03, 1.9908171843e+00
8.7946000560e+00, 7.5343113676e-03, 1.9892780740e+00
8.7980127840e+00, 9.5864584328e-03, 1.9889116191e+00
8.8014255120e+00, 8.3918156770e-03, 1.9881933676e+00
8.8048382400e+00, 5.4675061092e-03, 1.9908025261e+00
8.8082509680e+00, 4.1775850968e-03, 1.9922536872e+00
8.8116636960e+00, 5.4601770125e-03, 1.9900476291e+00
8.8150764240e+00, 8.3698283870e-03, 1.9898130980e+00
8.8184891520e+00, 7.5269822710e-03, 1.9878782165e+00
8.8219018800e+00, 4.3754707067e-03, 1.9902968184e+00
8.8253146080e+00, 3.7891429738e-03, 1.9911250063e+00
8.8287273360e+00, 5.5627843658e-03, 1.9901062619e+00
8.8321400640e+00, 7.9667280706e-03, 1.9889189482e+00
8.8355527920e+00, 7.3877294344e-03, 1.9887430499e+00
8.8389655200e+00, 4.7345964431e-03, 1.9919971688e+00
8.8423782480e+00, 5.2183168227e-03, 1.9910590444e+00
8.8457909760e+00, 7.2997802745e-03, 1.9905093622e+00
8.8492037040e+00, 8.8682069600e-03, 1.9899303636e+00
